instruction,response
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦੀ ਕਵਿਤਾ ਨੂੰ ਕੌਣ ਉਕਸਾਉਂਦਾ ਹੈ?,"ਹਿੰਦੂ ਮਹਾਂਕਾਵਿ ਰਮਾਇਣ ਦੀਆਂ ਸਥਾਨਕ ਪੇਸ਼ਕਾਰੀ ਅਤੇ ਭਟਕਦੇ ਸ਼ਾਸਤਰੀ ਗਾਇਕਾਂ, ਜੋਗੀਆਂ ਨੇ ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦੀ ਕਵਿਤਾ ਨੂੰ ਪ੍ਰੇਰਿਤ ਕੀਤਾ।"
ਸ਼ਿਬਾਹ ਕੁਮਾਰ ਨੇ ਕਿਸ ਸਾਲ ਕੈਰੀ ਕੀਤੀ ਸੀ?,23 ਜੁਲਾਈ 1936 ਈ
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦੀ ਪਹਿਲੀ ਕਵਿਤਾ ਦਾ ਨਾਮ ਕੀ ਸੀ?,ਪੀਡਨ ਦਾ ਪਰਾਗਾ
ਸ਼ਿਵ ਕੁਮਾਰ ਨੇ ਸਾਥੀ ਕਦੋਂ ਭੁਗਤਾਨ ਕੀਤਾ?,5 ਫਰਵਰੀ 1967
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਕੋਲ ਕਿੰਨੇ ਟਿੱਕੇ ਸਨ?,ਦੋ ਬੱਚੇ ਪੁੱਤਰ ਮਿਹਰਬਾਨ ਬਟਾਲਵੀ ਅਤੇ ਬੇਟੀ ਪੂਜਾ
ਸ਼ਿਵ ਕੁਮਾਰ ਦੀ ਕਵਿਤਾ 'ਅਲਵਿਦਾ' ਕਦੋਂ ਪ੍ਰਕਾਸ਼ਿਤ ਹੋਈ ਸੀ?,1974
ਜਦੋਂ ਸ਼ਿਵ ਕੁਮਾਰ ਨੇ ਇੰਗਲੈਂਡ ਤੋਂ ਵਾਪਸੀ ਕੀਤੀ ਤਾਂ ਉਸਦੀ ਤੰਦਰੁਸਤੀ ਦੀ ਸਥਿਤੀ ਕੀ ਸੀ?,ਉਹ ਜਿਗਰ ਦੇ ਸਿਰੋਸਿਸ ਨਾਲ ਪੀੜਤ ਸੀ
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦਾ ਕਿਹੜਾ ਇੰਸਟੀਚਿਊਟ ਹੈ?,ਸਾਹਿਤ ਅਕਾਦਮੀ
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਨੇ ਕਦੋਂ ਅਤੇ ਕਿੱਥੇ ਸ਼ਿਰਕਤ ਕੀਤੀ?,6 ਮਈ 1973 ਪਾਕਿਸਤਾਨ ਸਰਹੱਦ ਦੇ ਨੇੜੇ ਇੱਕ ਛੋਟੇ ਜਿਹੇ ਪਿੰਡ ਕਿਰੀ ਮੰਗਿਆਲ ਵਿੱਚ
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਨੇ ਆਖ਼ਰਕਾਰ ਆਪਣੇ ਐਡੋਰਸਮੈਂਟ ਟਾਈਕ ਬਾਰੇ ਆਇਤ ਨੂੰ ਸੰਕੇਤ ਨਾ ਕਰਨ ਦਾ ਫੈਸਲਾ ਕਿਉਂ ਕੀਤਾ?,"ਇਹ ਸੁਣ ਕੇ ਕਿ ਉਹ ਆਪਣੇ ਬੱਚੇ ਦੇ ਜਨਮ ਲਈ ਜ਼ਿੰਮੇਵਾਰ ਹੈ, ਉਸਨੇ ਜਵਾਬ ਦਿੱਤਾ, 'ਕੀ ਮੈਂ ਉਸ ਲਈ ਜ਼ਿੰਮੇਵਾਰ ਹੋ ਗਿਆ ਹਾਂ? ਕੀ ਹਰ ਵਾਰ ਜਦੋਂ ਉਹ ਜਨਮ ਦਿੰਦੀ ਹੈ ਤਾਂ ਮੈਂ ਉਸ 'ਤੇ ਕਵਿਤਾ ਲਿਖਾਂ?'"
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦੀ ਕਵਿਤਾ ਦੇ ਆਧਾਰ 'ਤੇ 'ਬਟਾਲਵੀ' ਨਾਮ ਦੀ ਪ੍ਰਾਪਤੀ ਅਤੇ ਸੁੰਗ_ਵੰਸ਼ ਨੂੰ ਆਜ਼ਾਦ ਕਰਨ ਦੀ ਸ਼ੁਰੂਆਤ ਕਿਸ ਨੇ ਕੀਤੀ?,ਰੈਪ ਜੋੜੀ 'ਸਵੀਟ ਸ਼ਾਪ ਬੁਆਏਜ਼'
ਕਿਸ ਸਾਲ 'ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ' ਨੇ ਆਸਾਨੀ ਨਾਲ ਲੇਖਕ ਲਈ ਪੇਸ਼ ਕੀਤਾ?,"ਜ਼ਿਕਰ ਉੱਥੇ ਨਹੀਂ ਸੀ, ਪਰ ਜ਼ਿਕਰ ਹੈ 'ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਆਡੀਟੋਰੀਅਮ ਐਮ' ਦਾ, ਜੋ ਉਨ੍ਹਾਂ ਦੀ 75ਵੀਂ ਜਯੰਤੀ ਮਨਾਉਣ ਲਈ ਹੈ।"
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦੀ ਕਵਿਤਾ 'ਏਕ ਕੁੜੀ ਜਿਹਾ ਨਾਮ ਮੁਹੱਬਤ' ਦੀ ਵਿਸ਼ੇਸ਼_ਫਿਲਮ 'ਉੜਤਾ ਪੰਜਾਬ' ਦੀ ਤਸਵੀਰ ਵਿਚਲੇ ਗੀਤ ਦਾ ਨਾਮ ਕੀ ਹੈ?,ਇਸ ਗੀਤ ਨੂੰ ਸ਼ਾਹਿਦ ਮਾਲਿਆ ਨੇ ਗਾਇਆ ਸੀ ਅਤੇ ਬਾਅਦ ਵਿਚ ਦਿਲਜੀਤ ਦੋਸਾਂਝ ਨੇ ਇਸ ਨੂੰ ਰੀਪ੍ਰਾਈਜ਼ ਕੀਤਾ ਸੀ
ਪੰਜਾਬੀ ਭਾਈਚਾਰੇ ਦੀ ਇੱਕ ਕਾਂਗਰਸੀ ਔਰਤ ਦਾ ਬੀਬੀਸੀ 'ਤੇ ਸ਼ਿਵ ਆੜੂ ਨੂੰ ਸੁਣਨ ਲਈ ਕਿੰਨੇ ਘੰਟੇ ਦਾ ਮੁਕਾਬਲਾ ਹੋਇਆ?,ਇੱਕ ਵਾਰ
ਉਸ ਦਾ ਇੰਗਲੈਂਡ ਜਾਣ ਦਾ ਕਿਵੇਂ ਵਰਣਨ ਕੀਤਾ ਗਿਆ ਸੀ?,ਇੰਗਲੈਂਡ ਵਿੱਚ ਉਸਦੇ ਰੁਝੇਵਿਆਂ ਬਾਰੇ ਸਥਾਨਕ ਭਾਰਤੀ ਮੀਡੀਆ ਵਿੱਚ ਨਿਯਮਿਤ ਤੌਰ 'ਤੇ ਰਿਪੋਰਟ ਕੀਤਾ ਗਿਆ ਸੀ ਅਤੇ ਇੱਕ ਵਾਰ ਬੀਬੀਸੀ ਟੈਲੀਵਿਜ਼ਨ ਦੁਆਰਾ ਉਸਦੀ ਇੰਟਰਵਿਊ ਕੀਤੀ ਗਈ ਸੀ।
ਹੁਸੈਨ ਹੁਸੈਨ ਦੀ ਸੂਫੀ ਕਵੀ ਦੀ ਉਤਸੁਕ ਗਹਿਰਾਈ ਅਤੇ ਵਾਲਵਾਲੇ ਦੀ ਸੱਚਾਈ ਕਿਸ ਗੱਲ ਨਾਲ ਨਜਿੱਠ ਸਕਦਾ ਹੈ?,ਵਲਵਲੇ ਦੇ ਜਜ਼ਬਾਤ ਦੀ ਡੂੰਘਾਈ ਅਤੇ ਸੱਚਾਈ ਵਿਚ ਕੋਈ ਹੋਰ ਸੂਫ਼ੀ ਕਵੀ ਹੁਸੈਨ ਨਾਲ ਮੋਢਾ ਨਹੀਂ ਮਿਲਾ ਸਕਦਾ।
ਪ੍ਰੋ. ਸੋਜ਼ ਦੁਆਰਾ 'ਯਹੋਵਾ ਆਫ਼ ਅਮਰੀਕਨਡਿਕ: ਸ਼ਿਵ ਬਟਾਲਵੀ' ਸ਼ਬਦ ਕਦੋਂ ਪ੍ਰਕਾਸ਼ਿਤ ਕੀਤਾ ਗਿਆ ਸੀ?,2001
ਸਾਇਰਾ ਕਾਰਵਾਂਸਰਾਏ ਕੌਣ ਹੈ?,ਸਾਇਰਾ ਖਾਨ ਇੱਕ ਪਾਕਿਸਤਾਨੀ ਸਾਬਕਾ ਫਿਲਮ ਅਤੇ ਟੈਲੀਵਿਜ਼ਨ ਅਦਾਕਾਰਾ ਹੈ।
ਸਾਇਰਾ ਕਾਫਲਾ ਕਿਸ ਲਈ ਹੈ?,ਘੁੰਗਟ ਅਤੇ ਡਰੀਮ ਗਰਲ ਵਿੱਚ ਉਸਦੀ ਅਦਾਕਾਰੀ ਹੈ।
ਸਾਇਰਾ ਖਾਨ ਕਿਉਂ ਭੁੱਲ ਗਈ ਸ਼ੋਅ ਲਾਈਨ?,ਉਸਦਾ ਵਿਸ਼ਵਾਸ.
ਸਾਇਰਾ ਕਾਰਵਾਂ_ਇਨ ਕਿੱਥੋਂ ਆਉਂਦੀ ਹੈ?,ਮੁਲਤਾਨ।
ਸਾਇਰਾ ਕਾਫ਼ਲੇ ਨੇ ਆਪਣੇ ਘਰ ਤੋਂ ਬਾਹਰ ਕਿਉਂ ਜਾਣਾ ਸੀ?,ਉਸ ਨੂੰ ਡਰ ਸੀ ਕਿ ਉਸ ਦੇ ਇਮਤਿਹਾਨ ਦੇ ਮਾੜੇ ਨਤੀਜਿਆਂ ਕਾਰਨ ਉਸ ਦੇ ਪਿਤਾ ਉਸ ਨਾਲ ਸਖ਼ਤੀ ਨਾਲ ਪੇਸ਼ ਆਉਣਗੇ।
ਲਾਹੌਰ ਵਿੱਚ ਸਾਇਰਾ ਕਾਫ਼ਲੇ ਨੇ ਕੀ ਕੀਤਾ?,"ਉਹ ਇੱਕ ਸਟੂਡੀਓ ਮਾਲਕ ਨੂੰ ਮਿਲੀ ਜਿਸਨੇ ਉਸਦੇ ਫੋਟੋਸ਼ੂਟ ਦਾ ਪ੍ਰਬੰਧ ਕੀਤਾ ਸੀ, ਅਤੇ ਇੱਕ ਫਿਲਮ ਨਿਰਦੇਸ਼ਕ ਜਿਸਨੇ ਉਸਨੂੰ ਪੋਰਟਫੋਲੀਓ ਦੀ ਪੇਸ਼ਕਸ਼ ਕੀਤੀ ਸੀ।"
ਇੰਗਲੈਂਡ ਤੋਂ ਵਾਪਸ ਆਉਣ ਤੋਂ ਬਾਅਦ ਸਾਇਰਾ ਖਾਨ ਨੂੰ ਕੀ ਮਿਲਿਆ?,"ਉਸਦੀ ਸਿਹਤ ਵਿੱਚ ਗਿਰਾਵਟ ਆਉਣੀ ਸ਼ੁਰੂ ਹੋ ਗਈ, ਕਦੇ ਵੀ ਠੀਕ ਨਹੀਂ ਹੋਈ।"
ਸਾਇਰਾ ਖਾਨ ਦੀ ਵਿੱਤੀ ਸਥਿਤੀ ਕਿਵੇਂ ਸਮਾਨ ਸੀ?,ਉਹ ਬੁਰੀ ਆਰਥਿਕ ਤੰਗੀ ਵਿੱਚ ਸੀ ਅਤੇ ਮਹਿਸੂਸ ਕਰਦਾ ਸੀ ਕਿ ਉਸਦੇ ਬਹੁਤੇ ਦੋਸਤਾਂ ਨੇ ਉਸਦੀ ਲੋੜ ਦੀ ਘੜੀ ਵਿੱਚ ਉਸਨੂੰ ਛੱਡ ਦਿੱਤਾ ਸੀ।
ਸਾਇਰਾ ਕਾਰਵੰਸਰੀ ਇੰਟ੍ਰੋਮਿਟ ਇੰਗਲੈਂਡ ਤੋਂ ਆਉਣ ਤੋਂ ਬਾਅਦ ਇਲਾਜ ਲਈ ਕਿੱਥੇ ਸੀ?,ਚੰਡੀਗੜ੍ਹ ਵਿੱਚ ਇੱਕ ਹਸਪਤਾਲ ਅਤੇ ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਇੱਕ ਹਸਪਤਾਲ ਹੈ।
ਅੰਮ੍ਰਿਤਸਰ ਦੇ ਇਨਫਰਮਰੀ ਤੋਂ ਵਾਕਆਊਟ ਕਰਨ ਤੋਂ ਬਾਅਦ ਸਾਇਰਾ ਕਾਫ਼ਲੇ ਕਿੱਥੇ ਗਈ?,ਬਟਾਲਾ ਸਥਿਤ ਆਪਣੇ ਪਰਿਵਾਰਕ ਘਰ।
ਬਾਅਦ ਵਿੱਚ ਸਾਇਰਾ ਕਾਰਵਾਂਸਰਾਏ ਕਿੱਥੇ ਗਈ ਸੀ?,ਉਸ ਦੇ ਸਹੁਰੇ ਪਿੰਡ ਕੀੜੀ ਮੰਗਿਆਲ ਵਿਖੇ।
6 ਮਈ 1973 ਨੂੰ ਕੌਣ ਪਾਸ ਹੋਇਆ?,ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਦਾ ਸੰਗ੍ਰਹਿ 'ਅਲਵਿਦਾ' ਅੰਕ ਕਿੱਥੇ ਸੀ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਯੂਨੀਵਰਸਿਟੀ, ਅੰਮ੍ਰਿਤਸਰ ਦੁਆਰਾ, ਮਰਨ ਉਪਰੰਤ 1974 ਵਿੱਚ।"
ਹਰ ਕਲਾਸ ਵਿੱਚ ਕੀ ਲਾਗੂ ਹੁੰਦਾ ਹੈ?,ਸਰਵੋਤਮ ਲੇਖਕ ਲਈ 'ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਪੁਰਸਕਾਰ'।
ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਤੋਂ ਬਾਅਦ ਕੀ ਨਿਦਾਨ ਹੈ?,ਸ਼ਿਵ ਕੁਮਾਰ ਬਟਾਲਵੀ ਆਡੀਟੋਰੀਅਮ
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਕੀ ਨਾਮ ਹੈ ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਕਿੱਤਾ ਕੀ ਹੈ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਇੱਕ ਭਾਰਤੀ ਅਭਿਨੇਤਰੀ ਅਤੇ ਮਾਡਲ ਹੈ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਜੀਵਨ ਇਤਿਹਾਸ ਕੀ ਵਿਕਲਪ ਸੀ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਸ਼ੁਰੂਆਤੀ ਕਰੀਅਰ ਇੱਕ ਮਾਰਕੀਟਿੰਗ ਸਲਾਹਕਾਰ ਅਤੇ ਪਾਰਟ-ਟਾਈਮ ਮਾਡਲ ਵਜੋਂ ਸ਼ੁਰੂ ਹੋਇਆ ਸੀ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਕਿੱਥੇ ਦੀ ਰੈਜ਼ੀਡੈਂਟ_ਫਿਜ਼ੀਸ਼ੀਅਨ ਹੈ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੈਨੀਤਾਲ ਦੀ ਰਹਿਣ ਵਾਲੀ ਹੈ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਕਿੱਥੇ ਪੜ੍ਹਾਈ ਕੀਤੀ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਗੁੱਡ ਸ਼ੇਫਰਡ ਵਿੱਚ ਭਾਗ ਲਿਆ ਅਤੇ ਚੇਨਈ ਦੇ ਸੇਂਟ ਜੋਸਫ਼ ਕਾਲਜ ਆਫ਼ ਇੰਜੀਨੀਅਰਿੰਗ ਵਿੱਚ ਪੜ੍ਹਾਈ ਕੀਤੀ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦੇ ਵਿਦਿਅਕ ਗ੍ਰੇਡ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਸੂਚਨਾ ਤਕਨਾਲੋਜੀ ਵਿੱਚ ਬੈਚਲਰ ਦੀ ਡਿਗਰੀ ਅਤੇ ਜ਼ੇਵੀਅਰ ਇੰਸਟੀਚਿਊਟ ਆਫ਼ ਮੈਨੇਜਮੈਂਟ ਐਂਡ ਐਂਟਰਪ੍ਰੀਨਿਓਰਸ਼ਿਪ ਤੋਂ ਐਮ.ਬੀ.ਏ.
ਕੀ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਆਪਣੇ ਕਰੀਅਰ ਦਾ ਦਿਖਾਵਾ ਕਰਨ ਦਾ ਅੰਦਾਜ਼ਾ ਲਗਾ ਰਹੀ ਸੀ?,"ਹਾਂ, ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਐਕਟਿੰਗ ਕਰੀਅਰ ਬਣਾਉਣ ਲਈ ਇਨਫੋਸਿਸ ਦੀ ਨੌਕਰੀ ਛੱਡ ਦਿੱਤੀ।"
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਪਹਿਲਾ ਸੈਲੂਲਾਇਡ ਪ੍ਰੋਜੈਕਸ਼ਨ ਕੀ ਸੀ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਪਹਿਲਾ ਫਿਲਮ ਪ੍ਰੋਜੈਕਟ ਨਿਰਦੇਸ਼ਕ ਤੇਜਸਵੀ ਦੁਆਰਾ ਕਾਸਟ ਕੀਤੀ ਗਈ ਹੈਦਾਰੀ ਨਾਮ ਦੀ ਇੱਕ ਕੰਨੜ ਫਿਲਮ ਸੀ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦੀ ਪਹਿਲੀ ਥੀਏਟਰੀਕਲ_ਪ੍ਰਫਾਰਮੈਂਸ ਡਿਸਮਿਸ਼ਨ ਕਿਹੜਾ ਸੈਲੂਲਾਇਡ ਸੀ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦੀ ਪਹਿਲੀ ਥੀਏਟਰਿਕ ਰਿਲੀਜ਼ ਐਟਲੀ ਦੀ ਰਾਜਾ ਰਾਣੀ (2013) ਸੀ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਪ੍ਰਾਈਮਾ ਥੀਏਟਰਿਕ_ਰੋਲ ਵਾਲਾ ਪਹਿਲਾ ਸ਼ੂਟ ਸੀਕਰੇਟ ਕੀ ਸੀ?,"ਮੁੱਖ ਭੂਮਿਕਾ ਵਾਲੀ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦੀ ਪਹਿਲੀ ਫਿਲਮ ਰਿਲੀਜ਼ ਕੰਨੜ ਕਾਮੇਡੀ-ਡਰਾਮਾ, ਸਾਫਟਵੇਅਰ ਗੰਡਾ (2014) ਸੀ।"
ਉਸ ਗੀਤ ਦਾ ਨਾਮ ਕੀ ਹੈ ਜਿਸ ਵਿੱਚ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੌਂ ਵੱਖ-ਵੱਖ ਅਵਤਾਰਾਂ ਵਿੱਚ ਪੇਸ਼ ਹੋਈ ਹੈ?,"ਜਿਸ ਗੀਤ ਵਿੱਚ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਨੌਂ ਵੱਖ-ਵੱਖ ਅਵਤਾਰਾਂ ਵਿੱਚ ਪਹਿਰਾਵਾ ਪਾਇਆ ਹੈ, ਉਸਦਾ ਸਿਰਲੇਖ ਹੈ ਕਾ ਕਾ ਕਾ ਪੋ।"
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਦਾ ਰੀਅਲਿਜ਼ਮ ਟੀਵੀ ਸ਼ੋਅ ਕਿਹੜਾ ਸੀ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਸਟਾਰ ਵਿਜੇ ਦੇ ਬਿੱਗ ਬੌਸ ਤਮਿਲ 3 ਅਤੇ ਰਿਐਲਿਟੀ ਟੀਵੀ ਸ਼ੋਅ ਬਿੱਗ ਬੌਸ ਤਮਿਲ 3 ਵਿੱਚ ਹਿੱਸਾ ਲਿਆ।
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੂੰ ਬਿੱਗ ਚੀਫ਼ ਤਮਿਲ ਟਰੇ ਤੋਂ ਕਦੋਂ ਬਾਹਰ ਕੀਤਾ ਗਿਆ ਸੀ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੂੰ 49ਵੇਂ ਦਿਨ ਬਿੱਗ ਬੌਸ ਤਮਿਲ 3 ਤੋਂ ਬਾਹਰ ਕਰ ਦਿੱਤਾ ਗਿਆ ਸੀ।
ਕੌਣ ਹੈ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਇਸ ਸਮੇਂ ਗੋ_ਆਊਟ?,ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਪ੍ਰਭ ਦੇਵਾ ਨਾਲ ਰਿਲੇਸ਼ਨਸ਼ਿਪ ਵਿੱਚ ਹੈ।
"ਸਰਵੇਖਣ ਤੱਥਾਂ ਵਿੱਚੋਂ ਕੌਣ ਗਲਤ ਹੈ - ਸੇਂਟ ਚੀਫ_ਜੋਸਫ ਕਾਲਜ ਤੋਂ ਜਾਣਕਾਰੀ ਇੰਜੀਨੀਅਰਿੰਗ , 2010 ਵਿੱਚ ਸੇਂਟ_ਫਰਾਂਸਿਸ_ਜ਼ੇਵੀਅਰ ਤੋਂ ਮਾਸਟਰ_ਇਨ_ਬਿਜ਼ਨਸ , ਜਾਂ ਟਾਟਾ ਦੇ ਨਾਲ ਪਹਿਲਾਂ ਟਾਟਾ ਅਤੇ ਇਨਫੋਸਿਸ ਨੂੰ ਕੁੱਲ ਰੈਗੂਲਰਾਈਜ਼ - ਟਾਟਾ ਨਾਲ ਕੰਮ ਵਿੱਚ ਲਿਆਓ , ਫਿਰ ਇਨਫੋਸਿਸ ?","ਗਲਤ ਵਿਕਲਪ: - ਸੇਂਟ ਜੋਸੇਫ ਕਾਲਜ ਤੋਂ ਸੂਚਨਾ ਤਕਨਾਲੋਜੀ, 2010 ਵਿੱਚ ਜ਼ੇਵੀਅਰ ਤੋਂ ਐਮ.ਬੀ.ਏ., ਜਾਂ ਟਾਟਾ ਨਾਲ ਕੰਮ ਕੀਤਾ ਅਤੇ ਇੱਕ ਨੰਬਰ ਕ੍ਰਮ ਵਿੱਚ ਇਨਫੋਸਿਸ - ਟਾਟਾ ਨਾਲ ਕੰਮ ਕੀਤਾ, ਫਿਰ ਇਨਫੋਸਿਸ"
"ਸਾਕਸ਼ੀ ਪਹਿਲਾਂ ਇੰਫੋਸਿਸ ਲਈ ਕੰਮ ਕਰਦੀ ਹੈ ਅਤੇ ਫਿਰ ਟਾਟਾ ਨੂੰ ਵਪਾਰਕ ਸਲਾਹਕਾਰ ਬਣਾਉਂਦੀ ਹੈ, ਜਾਂ ਕੋਈ ਹੋਰ ਕਮਰਾ ਸਟੈਵ ਬਣਾਉਣ ਲਈ ਰੈਡਰੈਸ ਰੈਗੂਲੇਟ ਕੀ ਹੈ?",ਸਹੀ ਕ੍ਰਮ ਇਹ ਹੈ ਕਿ ਸਾਕਸ਼ੀ ਨੇ 2010 ਵਿੱਚ ਟਾਟਾ ਅਤੇ ਫਿਰ ਇੰਫੋਸਿਸ ਵਿੱਚ ਕੰਮ ਕੀਤਾ।
ਕੀ ਤੁਸੀਂ ਦੱਸ ਸਕਦੇ ਹੋ ਕਿ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਪੋਲੀਮੋਨਿਅਮ_ਕੇਰੂਲੀਅਮ_ਵੈਨ-ਬਰੰਟੀਆ ਸ਼ੈਲੀ ਦੇ ਸ਼ੋਅ ਵਿੱਚ ਕਦੋਂ ਹਿੱਸਾ ਲੈਂਦੀ ਹੈ?,"ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੇ ਇੱਕ ਦੋਸਤ ਲਈ ਇੱਕ ਚੈਰਿਟੀ ਫੈਸ਼ਨ ਸ਼ੋਅ ਵਿੱਚ ਹਿੱਸਾ ਲਿਆ, ਜਿਸ ਨਾਲ ਉਸਨੂੰ ਮਾਡਲਿੰਗ ਦੇ ਮੌਕੇ ਮਿਲਣ ਵਿੱਚ ਮਦਦ ਮਿਲੀ।"
ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਆਪਣੇ ਚੈਰਿਟੀ ਨਤੀਜੇ ਤੋਂ ਬਾਅਦ ਕਿਸ ਕੋਲ ਜਾਂ ਕਿਸ ਕੋਲ ਆਈ ਹੈ?,ਚੈਰਿਟੀ ਇਵੈਂਟ ਤੋਂ ਬਾਅਦ ਸਾਕਸ਼ੀ ਅਗਰਵਾਲ ਨੂੰ ਇੱਕ ਮਾਡਲਿੰਗ ਰਿਕਰੂਟਰ ਨੇ ਸੰਪਰਕ ਕੀਤਾ।
ਸਾਰਾ ਗੁਰਪਾਲ ਕਿੱਥੇ ਲੈ ਕੇ ਗਈ ਸੀ?,ਫਤਿਆਬਾਦ ਨੇੜੇ ਰਤੀਆ
ਸਾਰਾ ਗੁਰਪਾਲ ਨੇ ਆਪਣਾ ਕਿੱਤਾ ਕਦੋਂ ਸ਼ੁਰੂ ਕੀਤਾ?,2014
ਸਾਰਾ ਗੁਰਪਾਲ ਨੇ ਆਪਣਾ ਕਿੱਤਾ ਕਿਸ ਨਾਲ ਸ਼ੁਰੂ ਕੀਤਾ?,ਸਿਮਰਨਜੀਤ ਸਿੱਧੂ ਦਾ ਗੀਤ ਪਰਾਂਦਾ
ਸਾਰਾ ਗੁਰਪਾਲ ਨੇ ਆਪਣੀ ਕਿੱਤਾ ਛੱਡਣ ਤੋਂ ਬਾਅਦ ਕਿਸ ਨਾਲ ਨੌਕਰੀ ਕੀਤੀ?,ਹੈਪੀ ਰਾਏਕੋਟੀ
ਕੌਣ ਹੈ ਜ਼ੋਰਾਵਰ ਸਿੰਘ?,ਜ਼ੋਰਾਵਰ ਸਿੰਘ (17 ਨਵੰਬਰ 1696 – 5 ਜਾਂ 6 ਦਸੰਬਰ 1705) ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਦਾ ਪੁੱਤਰ ਸੀ।
ਚਾਰ ਸਾਹਿਬਜ਼ਾਦੇ ਕੌਣ ਸਨ?,"ਬਾਬਾ ਅਜੀਤ ਸਿੰਘ, ਬਾਬਾ ਜੁਝਾਰ ਸਿੰਘ, ਬਾਬਾ ਜ਼ੋਰਾਵਰ ਸਿੰਘ, ਅਤੇ ਬਾਬਾ ਫਤਹਿ ਸਿੰਘ ਜੀ।"
