instruction,response
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੂੰ ਕਿਹੜਾ ਸਨਮਾਨ ਮਿਲਿਆ ਹੈ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ 2006 ਵਿੱਚ ਰਾਜੀਵ ਗਾਂਧੀ ਖੇਲ ਰਤਨ ਐਵਾਰਡੀ ਅਤੇ 1998 ਵਿੱਚ ਅਰਜੁਨ ਐਵਾਰਡੀ ਹੈ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਓਲੰਪਿਕ_ਖੇਡਾਂ ਵਿੱਚ ਕਿੰਨੀ ਵਾਰ ਹਿੱਸਾ ਲਿਆ ਹੈ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ 4 ਵਾਰ ਦੇ ਓਲੰਪੀਅਨ ਹਨ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਕਿਹੜੀਆਂ ਓਲੰਪਿਕ_ਖੇਡਾਂ ਵਿੱਚ ਭਾਗ ਲਿਆ ਸੀ?,"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਏਥਨਜ਼ 2004 ਸਮਰ ਓਲੰਪਿਕ, ਬੀਜਿੰਗ 2008 ਸਮਰ ਓਲੰਪਿਕ, ਲੰਡਨ 2012 ਸਮਰ ਓਲੰਪਿਕ, ਅਤੇ ਰੀਓ 2016 ਸਮਰ ਓਲੰਪਿਕ ਵਿੱਚ ਹਿੱਸਾ ਲਿਆ ਹੈ।"
ਇੰਜੈਕਸ਼ਨ ਵਿੱਚ ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦਾ ਕੀ ਵਧੀਆ ਹੈ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੁਨੀਆ ਦਾ ਪਹਿਲਾ ਨੰਬਰ 1 ਰੈਂਕ ਵਾਲਾ ਟਰੈਪ ਸ਼ੂਟਰ ਸੀ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੂੰ ਪੈਰਾਜ਼ੀ ਦੇ ਮਾਰਕ ਅੰਬੈਸਡਰ ਵਜੋਂ ਕਦੋਂ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੂੰ ਨਵੰਬਰ 2016 ਵਿੱਚ ਪੈਰਾਜ਼ੀ ਦਾ ਬ੍ਰਾਂਡ ਅੰਬੈਸਡਰ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਕਿਹੜੀ ਸੱਭਿਅਤਾ ਦੀ ਪੜ੍ਹਾਈ ਕੀਤੀ?,"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਲਾਰੈਂਸ ਸਕੂਲ, ਅਵਾਰ ਵਿਖੇ ਸਨ ਹੋਲਡ ਅਤੇ (ਵਾਈਪੀਐਸ ਚੰਡੀਗੜ੍ਹ, ਅਤੇ ਡੀਪੀਐਸ ਅਤੇ ਨਵੀਂ ਦਿੱਲੀ ਅਤੇ ਵੈਂਕਟੇਸ਼ਵਰ ਕਾਲਜ, ਦਿੱਲੀ ਯੂਨੀਵਰਸਿਟੀ) ਸਮੇਤ ਹੋਰ ਸੰਸਥਾਵਾਂ ਵਿੱਚ ਪੜ੍ਹਾਈ ਕੀਤੀ।"
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੇ ਪੈਦਾ ਕਰਨ ਵਾਲੇ ਦਾ ਨਾਮ ਕੀ ਸੀ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੇ ਪਿਤਾ ਦਾ ਨਾਂ ਗੁਰਬੀਰ ਸਿੰਘ ਹੈ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੂੰ ਰਿਐਲਿਟੀ ਪਾਈਪ ਖਿਤਾਬ ਵਿੱਚ ਕਿੰਨੇ ਮੈਡਲਾਂ ਦਾ ਲਾਭ ਹੋਇਆ?,ਵਿਸ਼ਵ ਸ਼ੂਟਿੰਗ ਚੈਂਪੀਅਨਸ਼ਿਪ ਵਿੱਚ ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਸੋਨ ਤਗਮਾ ਜਿੱਤਿਆ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਏਸ਼ਿਆਈ ਹਿੱਸੇਦਾਰੀ ਵਿੱਚ ਕਿੰਨੇ ਤਮਗੇ ਜਿੱਤੇ?,"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ 1998 ਏਸ਼ੀਅਨ ਖੇਡਾਂ, 2002 ਏਸ਼ੀਅਨ ਖੇਡਾਂ ਅਤੇ 2006 ਏਸ਼ੀਅਨ ਖੇਡਾਂ ਵਿੱਚ ਚਾਂਦੀ ਦੇ ਤਗਮੇ ਜਿੱਤੇ।"
ਏਸ਼ੀਅਨ ਸਟਿਫ ਬਲਾਸਟ ਬੈਕਅਪ ਵਿੱਚ ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਕਿੰਨੇ ਸੁਨਹਿਰੀ ਸਨਮਾਨ ਹਾਸਲ ਕੀਤੇ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਏਸ਼ੀਅਨ ਕਲੇਅ ਸ਼ੂਟਿੰਗ ਚੈਂਪੀਅਨਸ਼ਿਪ ਵਿੱਚ ਛੇ ਸੋਨ ਤਗਮੇ ਜਿੱਤੇ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦਾ ਸੰਸਾਰਕ_ਸਰੋਕਾਰ ਵਿੱਚ ਮੌਜੂਦਾ ਅਤੇ ਉੱਚ ਪੱਧਰੀ ਦਰਜਾ ਕੀ ਹੈ?,"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੀ ਸਭ ਤੋਂ ਉੱਚੀ ਰੈਂਕਿੰਗ 2006 ਵਿੱਚ ਵਿਸ਼ਵ #1 ਰਹੀ ਹੈ ਅਤੇ 2 ਅਪ੍ਰੈਲ, 2010 ਤੱਕ, ਉਹ ਵਿਸ਼ਵ ਵਿੱਚ #3 ਰੈਂਕਿੰਗ 'ਤੇ ਹੈ।"
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਗੋਲੀ ਕਿਉਂ ਚਲਾਈ?,"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੀ ਸ਼ੂਟਿੰਗ ਵਿੱਚ ਰੁਚੀ ਉਸ ਦੇ ਪਿਤਾ ਗੁਰਬੀਰ ਐਸ ਜੋ ਕਿ ਇੱਕ ਓਲੰਪੀਅਨ ਅਤੇ ਅਰਜੁਨ ਐਵਾਰਡੀ ਹੈ, ਦੇ ਕਾਰਨ ਵਿਕਸਿਤ ਹੋਈ।"
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੇ ਚਾਚਾ ਕੌਣ ਸਨ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੇ ਚਾਚੇ ਰਣਧੀਰ ਸਿੰਘ ਅਤੇ ਪਰਮਬੀਰ ਸਿੰਘ ਹਨ।
ਉਸ ਪਿਆਜ਼ੇ ਦਾ ਕੀ ਨਾਮ ਹੈ ਜਿੱਥੇ ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੀ ਬਸਤੀ ਸਥਿਤ ਹੈ?,"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਪੰਜਾਬ ਦੇ ਫਿਰੋਜ਼ਪੁਰ ਜ਼ਿਲ੍ਹੇ ਦੇ ਪਿੰਡ ਰੱਤਾ ਖੇੜਾ, ਪੰਜਾਬ ਸਿੰਘ ਵਾਲਾ ਨਾਲ ਸਬੰਧਤ ਹਨ।"
2006 - 2007 ਵਿੱਚ ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੂੰ ਕਿਹੜਾ ਸਨਮਾਨ ਮਿਲਿਆ ਸੀ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੂੰ 2006-2007 ਲਈ ਰਾਜੀਵ ਗਾਂਧੀ ਖੇਲ ਰਤਨ ਪੁਰਸਕਾਰ ਨਾਲ ਸਨਮਾਨਿਤ ਕੀਤਾ ਗਿਆ।
"ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਕਿਸ ਸਾਲ ਟਕਸਨ, ਦ_ਸਟੇਟਸ ਵਿੱਚ ਡੋਮੇਨ ਲਵਿੰਗ_ਕੱਪ ਵਿੱਚ ਇੱਕ Au ਮੈਡਲੀਅਨ ਅੱਗੇ ਵਧਾਇਆ?",ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ 11 ਅਪ੍ਰੈਲ 2014 ਨੂੰ ਅਮਰੀਕਾ ਦੇ ਟਕਸਨ ਵਿੱਚ 2014 ਵਿਸ਼ਵ ਕੱਪ ਵਿੱਚ ਸੋਨ ਤਗਮਾ ਜਿੱਤਿਆ ਸੀ।
ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ ਰੀਓ_ਡੀ_ਜਨੇਰੀਓ 2016 ਦੀਆਂ ਗਰਮੀਆਂ ਦੇ ਸਮੇਂ ਦੀਆਂ ਓਲੰਪਿਕ_ਗੇਮਾਂ ਜੈਂਟਲਮੈਨਜ਼_ਜੈਂਟਲਮੈਨਜ਼ ਮੇਸ਼ਵਰਕ ਵਿੱਚ ਕਿਵੇਂ ਕੀਤਾ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਸ਼ੋਅ ਰਾਊਂਡ ਵਿੱਚ 16ਵੇਂ ਸਥਾਨ ’ਤੇ ਰਿਹਾ।
ਏਸ਼ੀਆਟਿਕ ਰਿਕਾਰਡ ਆਫ਼ ਐਂਡ ਵਿੱਚ ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਦੀ ਸ਼ਿਕਾਇਤ ਕੀ ਸੀ?,ਮਾਨਵਜੀਤ ਸਿੰਘ ਸੰਧੂ ਨੇ 124/125 ਗੋਲਾਂ ਦਾ ਏਸ਼ਿਆਈ ਰਿਕਾਰਡ ਬਣਾਇਆ।
ਦੇਖੋ ਮਿੱਤਰਾ ਸੈਨ ਕੌਣ ਹੈ?,ਮਿੱਤਰ ਸੈਨ ਮੀਤ ਇੱਕ ਪੰਜਾਬੀ ਨਾਵਲਕਾਰ ਅਤੇ ਕਹਾਣੀਕਾਰ ਹੈ।
ਮਿੱਤਰਾ ਸੈਨ ਦਾ ਠੋਸ ਨਾਮ ਕੀ ਹੈ?,ਮਿੱਤਰ ਸੈਨ ਗੋਇਲ ਉਸਦਾ ਅਸਲੀ ਨਾਮ ਹੈ।
ਮਿੱਤਰਾ ਸੈਨ ਮਿਲਣ ਦਾ ਕਿੱਤਾ ਪੇਸ਼ੇ ਤੋਂ ਕੀ ਹੈ?,ਉਹ ਸਰਕਾਰੀ ਵਕੀਲ ਹੈ।
ਮਿੱਤਰਾ ਸੈਨ ਕਿਸ ਕਲਾਸ ਵਿੱਚ ਡਿਲੀਵਰੀ ਕਰਨ ਲਈ ਸੀ?,20 ਅਕਤੂਬਰ 1952
ਮਿੱਤਰਾ ਸੈਨ ਸਪੋਰਟਸ_ਮੀਟਿੰਗ ਦੀ ਕਿਹੜੀ ਸਟੇਜ ਹੈ?,"ਉਸਨੇ ਐਲ.ਐਲ.ਬੀ. ਪੰਜਾਬ ਯੂਨੀਵਰਸਿਟੀ, ਚੰਡੀਗੜ੍ਹ, ਕਾਨੂੰਨ ਵਿਭਾਗ ਤੋਂ ਡਿਗਰੀ।"
ਮਿੱਤਰ ਸੈਨ ਨੇ ਕਿੰਨੇ ਕਾਨੂੰਨ ਪਵਿੱਤਰ ਗ੍ਰੰਥ ਪ੍ਰਕਾਸ਼ਿਤ ਕੀਤੇ ਹਨ?,ਉਸ ਦੀਆਂ ਕਾਨੂੰਨ ਦੀਆਂ ਦਸ ਪੁਸਤਕਾਂ ਪ੍ਰਕਾਸ਼ਿਤ ਹੋ ਚੁੱਕੀਆਂ ਹਨ।
ਮਿੱਤਰਾ ਸਾਨ ਦੇਖੋ ਦਾ ਨਿਆਂ-ਸ਼ਾਸਤਰ ਕੁਰਾਨ ਕਿਸ ਸ਼ਬਦਾਵਲੀ ਵਿੱਚ ਜਾਰੀ ਕੀਤਾ ਗਿਆ ਸੀ?,ਕਾਨੂੰਨ ਦੀਆਂ ਦੋ ਕਿਤਾਬਾਂ ਅੰਗਰੇਜ਼ੀ ਵਿੱਚ ਹਨ ਅਤੇ ਅੱਠ ਪੰਜਾਬੀ ਵਿੱਚ ਹਨ।
ਉਸ ਦੇ ਨਵੇਂ 'ਸੁਧਾਰ ਘਰ' ਲਈ ਮਿਲਣ ਵਾਲੇ ਸਨਮਾਨ ਮਿੱਤਰਾ ਸੈਨ ਦਾ ਕੀ ਨਾਮ ਹੈ?,‘ਸੁਧਾਰ ਘਰ’ ਨਾਵਲ ਲਈ ਸਾਹਿਤ ਅਕਾਦਮੀ ਪੁਰਸਕਾਰ।
ਉਸ ਯੂਨੀਵਰਸਿਟੀ ਦਾ ਕੀ ਨਾਮ ਹੈ ਜਿੱਥੇ ਮਿੱਤਰਾ ਸੈਨ ਆਪਣੀ ਪਰਮਾਣੂ_ਨੰਬਰ_56 ਅਕਾਦਮਿਕ_ਡਿਗਰੀ ਲੈ ਕੇ ਜਾਂਦਾ ਹੈ?,ਪੰਜਾਬੀ ਯੂਨੀਵਰਸਿਟੀ ਪਟਿਆਲਾ।
ਮਿੱਤਰਾ ਸੈਨ 10ਵੀਂ ਜਮਾਤ ਵਿੱਚ ਕਿਸ ਸਾਲ ਮਰਿਆ ਸੀ?,1968
ਮਿੱਤਰਾ ਸੈਨ ਦੇ ਸੰਪਰਕ ਵਿੱਚ ਪੈਦਰੇ ਨੇ ਕਿਵੇਂ ਇੱਕ ਆਬਾਦੀ ਬਣਾਈ ਜੋ ਉਸਨੂੰ ਬਾਹਰ ਆਉਣਾ ਚਾਹੁੰਦਾ ਹੈ?,ਉਹ ਪਟਵਾਰੀ ਸੀ।
ਮਿੱਤਰਾ ਸੈਨ ਨੇ ਪਿੰਡ ਵਿੱਚ ਆਪਣੀ ਹੁਸ਼ਿਆਰੀ ਦੇ ਕਿੰਨੇ ਗ਼ਜ਼ਲ ਪੂਰੇ ਕੀਤੇ?,ਉਸ ਦੀ ਜ਼ਿੰਦਗੀ ਦੇ ਅੱਠ-ਨੌਂ ਸਾਲ ਪਿੰਡਾਂ ਵਿੱਚ ਬੀਤ ਗਏ।
'ਧਨਕਾਂ' ਹੁਕਮ ਦੁਆਰਾ ਤੋਲਣ ਵਜੋਂ ਦੇਸ਼ ਦੇ ਰੋਲ_ਇਨ_ਦੀ_ਹੇ ਕੀ ਸਨ?,ਧੰਕਾਂ ਨੂੰ ਦਲਿਤਾਂ ਨਾਲੋਂ ਨੀਵਾਂ ਸਮਝਿਆ ਜਾਂਦਾ ਸੀ।
ਪ੍ਰਕਾਸ਼ਿਤ ਕਰਨ ਦੀ ਕਿਹੜੀ ਲਿਖਤ_ਸ਼ੈਲੀ ਮਿੱਤਰ ਸੈਨ ਮਾਨਸ ਲਈ ਉਦੇਸ਼ਪੂਰਨ ਅਤੇ ਸੰਕਲਪ ਸਮਝੌਤਾ ਹੈ?,ਤੁਹਾਡੇ ਪਾਠਕਾਂ ਤੱਕ ਤੁਹਾਡੇ ਸੰਦੇਸ਼ ਨੂੰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਢੰਗ ਨਾਲ ਪਹੁੰਚਾਉਣ ਵਾਲਾ ਲਿਖਣਾ ਕਲਾ ਦਾ ਕੰਮ ਹੈ।
ਮਿੱਤਰ ਸੈਨ ਨੂੰ ਉਸ ਦੇ ਤਾਜ਼ਗੀ ਘਰ ਲਈ ਸਾਹਿਤ ਅਕਾਦਮੀ ਦੀ ਗ੍ਰਾਂਟ ਕਿਸ ਸਾਲ ਮਿਲੀ ਸੀ?,2008.
ਸ਼ਾਜ਼ੀਆ ਮੁਖਤਿਆਰ ਨੂੰ ਕਦੋਂ ਸਵੀਕਾਰ ਕੀਤਾ ਗਿਆ ਸੀ?,4 ਜਨਵਰੀ 1981
ਸ਼ਾਜ਼ੀਆ ਮੁਖਤਿਆਰ ਦੀ ਲਾਈਨ ਦੀ ਪਛਾਣ ਕੀ ਹੈ?,ਗੁਜਰਾਂਵਾਲਾ
ਸ਼ਾਜ਼ੀਆ ਮੁਖਤਿਆਰ ਨੇ ਪਾਕਿਸਤਾਨ ਲਈ ਕਿਸ ਕ੍ਰਿਕਟ ਡੇਟਾ_ਫਾਰਮੇਟਿੰਗ ਵਿੱਚ ਖੇਡਿਆ ਸੀ?,ਟੈਸਟ ਕ੍ਰਿਕਟ ਅਤੇ ਇੱਕ ਦਿਨਾ ਅੰਤਰਰਾਸ਼ਟਰੀ
ਮੁਖਤਾਰ ਬੇਗਮ ਕੌਣ ਸੀ?,"ਇੱਕ ਪਾਕਿਸਤਾਨੀ ਕਲਾਸੀਕਲ, ਗ਼ਜ਼ਲ ਗਾਇਕਾ ਅਤੇ ਅਭਿਨੇਤਰੀ ਜੋ ਕਿ ਸੰਗੀਤ ਦੀ ਰਾਣੀ ਵਜੋਂ ਜਾਣੀ ਜਾਂਦੀ ਹੈ।"
ਪ੍ਰਸਿੱਧੀ ਲਈ ਉਸ ਦਾ ਕਾਲ ਕੀ ਸੀ?,ਫਿਲਮਾਂ ਅਤੇ ਰੇਡੀਓ ਵਿੱਚ ਗੀਤ ਗਾਉਣਾ।
ਮੁਖਤਾਰ ਬੇਗਮ ਨੇ ਕਿਸ ਮੌਖਿਕ_ਸੰਚਾਰ ਵਿੱਚ ਫਿਲਮ ਵਿੱਚ ਭੂਮਿਕਾ ਨਿਭਾਈ ਸੀ?,"ਹਿੰਦੀ, ਪੰਜਾਬੀ ਅਤੇ ਉਰਦੂ"
ਉਸਦੇ ਦੁਆਰਾ ਕੁਝ ਮਸ਼ਹੂਰ ਮੂਵਿੰਗ_ਪਿਕਚਰ ਕੰਮ ਕੀ ਸਨ?,"ਹਥਲੀ ਦੁਲਹਨ, ਅਲੀ ਬਾਬਾ 40 ਚੋਰ, ਨਲ ਦਮਯੰਤੀ, ਦਿਲ ਕੀ ਪਿਆਸ, ਅੱਖ ਕਾ ਨਸ਼ਾ, ਮੁਫਲਿਸ ਆਸ਼ਿਕ ਅਤੇ ਚਤਰਾ ਬਕਾਵਾਲੀ।"
ਮੁਖਤਾਰ ਬੇਗਮ ਨੂੰ ਕਦੋਂ ਸਵੀਕਾਰ ਕੀਤਾ ਗਿਆ ਸੀ?,1901
ਮੁਖਤਾਰ ਬੇਗਮ ਕਿਸ ਸ਼ਹਿਰ ਵਿੱਚ ਜਨਮੀ ਸੀ?,"ਅੰਮ੍ਰਿਤਸਰ, ਬ੍ਰਿਟਿਸ਼ ਭਾਰਤ"
ਮੁਖਤਾਰ ਬੇਗਮ ਦੇ ਕਿੰਨੇ ਭੈਣ ਸਨ?,ਚਾਰ
ਹਿੰਦੁਸਤਾਨੀ ਵੋਕਲ ਗ੍ਰੀਕੋ-ਰੋਮਨ ਸੰਗੀਤ ਵਿੱਚ ਮੁਖਤਾਰ ਬੇਗਮ ਨੂੰ ਕਿਸਨੇ ਸਭਿਅਕ ਬਣਾਇਆ?,ਉਸਤਾਦ ਮੇਹਰਬਾਨ ਖਾਨ
"ਕਿਸ ਟੈਨਰ ਵਿੱਚ, ਉਹ ਕੋਲਕਾਤਾ ਚਲੀ ਗਈ ਅਤੇ ਆਪਣੇ ਸਟੇਜ ਕੋਚ - ਜੀਵਨ_ਇਤਿਹਾਸ ਦੀ ਸ਼ੁਰੂਆਤ ਕੀਤੀ?",1930
ਉਸਨੇ ਸ਼ੂਟ ਨਿਰਮਾਣ ਨੂੰ ਕਿਵੇਂ ਲਿਖਿਆ?,ਉਸਨੇ 1931 ਵਿੱਚ ਮੂਕ ਫਿਲਮਾਂ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਸ਼ੁਰੂ ਕੀਤਾ।
ਮੁਖਤਾਰ ਬੇਗਮ ਨੇ ਕਿਹੜੀਆਂ ਦੋ ਮੋਸ਼ਨ_ਪਿਕਚਰ ਲਈ ਸਾਉਂਡਟਰੈਕ ਤਿਆਰ ਕੀਤਾ ਸੀ?,ਪ੍ਰੇਮ ਕੀ ਆਗ ਔਰ ਭੀਸ਼ਮ
"ਭਾਰਤ ਦੇ ਵਿਭਾਜਨ ਤੋਂ ਬਾਅਦ, ਉਹ ਕਿੱਥੇ ਚਲੀ ਗਈ ਅਤੇ ਆਪਣੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਨਾਲ ਮਿਲ ਗਈ?","ਲਾਹੌਰ, ਪਾਕਿਸਤਾਨ"
ਮੁਖਤਾਰ ਬੇਗਮ ਨੇ ਰੋਲ ਪਲੇਅ ਅਤੇ ਸਕਾਰਚ ਤੋਂ ਇਲਾਵਾ ਹੋਰ ਕਿਹੜੀ ਖੇਤੀ ਕੀਤੀ ਸੀ?,ਉਹ ਇੱਕ ਸੰਗੀਤ ਅਧਿਆਪਕ ਸੀ ਅਤੇ ਪਾਕਿਸਤਾਨੀ ਰੇਡੀਓ ਲਈ ਗੀਤ ਤਿਆਰ ਕਰਦੀ ਸੀ।
ਮੁਖਤਾਰ ਬੇਗਮ ਦੁਆਰਾ ਬੋਲਣ ਦੇ ਕੁਝ ਵੱਡੇ ਉਦੇਸ਼ ਕੌਣ ਸਨ?,ਨਸੀਮ ਬੇਗਮ ਅਤੇ ਫਰੀਦਾ ਖਾਨਮ
ਮੁਖਤਾਰ ਬੇਗਮ ਕਿਸ ਨਾਲ ਹੋਈ ਸੀ?,"ਉਰਦੂ ਕਵੀ, ਨਾਟਕਕਾਰ, ਆਗਾ ਹਸ਼ਰ ਕਸ਼ਮੀਰੀ"
ਮੁਖਤਾਰ ਬੇਗਮ ਕਿਹੜੀ ਜਮਾਤ ਵਿਚ ਜਾਂਦੀ ਸੀ?,1982
ਮੁਖਤਾਰ ਬੇਗਮ ਨੇ ਕਿਸ ਉਮਰ ਵਿੱਚ ਕੰਕ_ਆਊਟ ਕੀਤਾ ਸੀ?,80
ਕੌਣ ਹੈ ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦਰ?,"ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦਰ ਦਾ ਪੂਰਾ ਨਾਂ ਕਈ ਵਾਰ ਸ਼ਹਿਜ਼ਾਦਾ ਵੀ ਕਿਹਾ ਜਾਂਦਾ ਹੈ, ਅਤੇ ਉਹ ਰਣਜੀਤ ਸਿੰਘ, ਸਿੱਖ ਮਹਾਰਾਜਾ ਅਤੇ ਰਾਣੀ ਰਤਨ ਕੌਰ ਦਾ ਪੁੱਤਰ ਸੀ।"
ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦਰ ਦਾ ਪੁੱਤਰ ਕੌਣ ਸੀ ?,ਰਾਣੀ ਰਤਨ ਕੌਰ
ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦੁਰ ਕਿਸਨੇ ਪੈਦਾ ਕੀਤਾ?,"ਸ਼ੁਰੂਆਤੀ ਦਾਅਵਿਆਂ ਵਿੱਚ ਸੁਝਾਅ ਦਿੱਤਾ ਗਿਆ ਸੀ ਕਿ ਉਹ ਇੱਕ ਮੁਸਲਮਾਨ ਨੌਕਰਾਣੀ ਦਾ ਪੁੱਤਰ ਸੀ, ਹਾਲਾਂਕਿ ਉਸਨੂੰ ਰਣਜੀਤ ਸਿੰਘ ਦਾ ਪੁੱਤਰ ਮੰਨਿਆ ਗਿਆ ਸੀ।"
ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦਰ ਦੀ ਸ਼ਾਦੀਸ਼ੁਦਾ ਔਰਤ ਕੌਣ ਸੀ?,ਬਖਤਾਵਰ ਕੌਰ
ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦਰ ਦੇ ਕਿੰਨੇ ਬੱਚੇ ਸਨ?,"ਉਸ ਦੇ ਤਿੰਨ ਪੁੱਤਰ ਸਨ: ਕਿਸ਼ਨ ਸਿੰਘ, ਕੇਸ਼ਰਾ ਸਿੰਘ ਅਤੇ ਅਰਜਨ ਸਿੰਘ"
ਸਰਦਾਰ ਅਰਜਨ ਸਿੰਘ ਦਾ ਕਿੱਤਾ ਕੀ ਸੀ?,ਸਰਦਾਰ ਅਰਜਨ ਸਿੰਘ ਨੇ ਕਈ ਸਾਲ ਪੰਜਾਬ ਵਿੱਚ ਮੁਨਸਿਫ਼ ਵਜੋਂ ਸੇਵਾ ਨਿਭਾਈ
ਕੁੰਵਰ ਮੁਲਤਾਨਾ ਸਿੰਘ ਬਹਾਦਰ ਨੇ ਕਦੋਂ ਦਿੱਤਾ ਸੀ?,1846 ਵਿਚ ਇਸ ਦੀ ਮੌਤ ਹੋ ਗਈ
ਏਲੀਯਾਹ_ਮੁਹੰਮਦ ਹਫੀਜ਼ ਕੌਣ ਹੈ?,ਮੁਹੰਮਦ ਹਫੀਜ਼ ਇੱਕ ਪਾਕਿਸਤਾਨੀ ਕ੍ਰਿਕਟਰ ਹੈ।
ਏਲੀਜਾ_ਮੁਹੰਮਦ ਹਫੀਜ਼ ਇਸ ਸਮੇਂ 2019 ਦੇ ਦੁਖਾਂਤ T20 ਦੇ ਚੰਗੇ_ਸਮੇਂ ਵਿੱਚ ਕਿਹੜੀ ਟੀਮ_ਅੱਪ ਵਿੱਚ ਸ਼ਾਮਲ ਹੈ?,ਮੁਹੰਮਦ ਹਫੀਜ਼ ਇਸ ਸਮੇਂ ਮਿਡਲਸੈਕਸ ਕਾਊਂਟੀ ਕ੍ਰਿਕਟ ਕਲੱਬ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕਰ ਰਹੇ ਹਨ।
ਮੁਹੰਮਦ ਹਫੀਜ਼ ਨੇ ਕਿਸ ਬਾਰ੍ਹਵੇਂ ਮਹੀਨੇ ਵਿੱਚ ਕ੍ਰਿਕਟ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਸੀ?,ਮੁਹੰਮਦ ਹਫੀਜ਼ ਨੇ ਦਸੰਬਰ 2018 ਵਿੱਚ ਟੈਸਟ ਕ੍ਰਿਕਟ ਤੋਂ ਸੰਨਿਆਸ ਲੈ ਲਿਆ ਸੀ।
ਮੁਹੰਮਦ ਹਫੀਜ਼ ਨੇ ਕਵਿਜ਼ ਕ੍ਰਿਕਟ ਤੋਂ ਸੰਨਿਆਸ ਕਿਉਂ ਲਿਆ?,ਮੁਹੰਮਦ ਹਫੀਜ਼ ਨੇ ਸੀਮਤ ਓਵਰਾਂ ਦੀ ਕ੍ਰਿਕਟ 'ਤੇ ਧਿਆਨ ਦੇਣ ਲਈ ਟੈਸਟ ਕ੍ਰਿਕਟ ਤੋਂ ਸੰਨਿਆਸ ਲੈ ਲਿਆ।
